Tytuł,Autor,Autor (po nazwisku),Tłumacz,Okładka,Data emisji,Opis audycji,Link
Klinika,Klaudia Muniak,Muniak Klaudia,(nie znaleziono),https://static.prsa.pl/images/d9cbecf9-8353-4b16-964b-bfaed842b6b7.jpg,2024-10-12,Usłyszeć śpiew jeleni i Klinika. Czesko-słowackie powieści kryminalne,"https://www.polskieradio.pl/8/2827/Artykul/3434077,uslyszec-spiew-jeleni-i-klinika-czeskoslowackie-powiesci-kryminalne"
Las powieszonych lisów,Arto Paasilinna,Paasilinna Arto,Karolina Wojciechowska,https://static.prsa.pl/images/bcabaad0-6d17-4d24-8e9a-6f519e352d98.jpg,2024-10-05,Las powieszonych lisów i Ja to ktoś inny. Co słychać w skandynawskiej prozie?,"https://www.polskieradio.pl/8/2827/Artykul/3431369,las-powieszonych-lisow-i-ja-to-ktos-inny-co-slychac-w-skandynawskiej-prozie"
Ja to ktoś inny,Jon Fosse,Fosse Jon,Iwona Zimnicka,https://static.prsa.pl/images/bcabaad0-6d17-4d24-8e9a-6f519e352d98.jpg,2024-10-05,Las powieszonych lisów i Ja to ktoś inny. Co słychać w skandynawskiej prozie?,"https://www.polskieradio.pl/8/2827/Artykul/3431369,las-powieszonych-lisow-i-ja-to-ktos-inny-co-slychac-w-skandynawskiej-prozie"
Przysłona,Jadwiga Malina,Malina Jadwiga,(nie znaleziono),https://static.prsa.pl/images/e1ad9bbf-bb08-4d64-8201-34832b8211d9.jpg,2024-09-28,Przysłona i Mokra biel Bambino. O czym piszą polskie autorki?,"https://www.polskieradio.pl/8/2827/Artykul/3429739,przyslona-i-mokra-biel-bambino-o-czym-pisza-polskie-autorki"
Mokra biel Bambino,Aleksandra Igras,Igras Aleksandra,(brak danych),https://static.prsa.pl/images/e1ad9bbf-bb08-4d64-8201-34832b8211d9.jpg,2024-09-28,Przysłona i Mokra biel Bambino. O czym piszą polskie autorki?,"https://www.polskieradio.pl/8/2827/Artykul/3429739,przyslona-i-mokra-biel-bambino-o-czym-pisza-polskie-autorki"
Magiczna rana,Dorota Masłowska,Masłowska Dorota,(brak danych),https://static.prsa.pl/images/0ca847a2-e949-455f-b9d7-78e31c4ee647.jpg,2024-09-21,Magiczna rana i Dziennik kuracjusza. O traumach i słabościach po polsku,"https://www.polskieradio.pl/8/2827/Artykul/3426556,magiczna-rana-i-dziennik-kuracjusza-o-traumach-i-slabosciach-po-polsku"
Dziennik kuracjusza,Wojciech Bociański,Bociański Wojciech,(brak danych),https://static.prsa.pl/images/0ca847a2-e949-455f-b9d7-78e31c4ee647.jpg,2024-09-21,Magiczna rana i Dziennik kuracjusza. O traumach i słabościach po polsku,"https://www.polskieradio.pl/8/2827/Artykul/3426556,magiczna-rana-i-dziennik-kuracjusza-o-traumach-i-slabosciach-po-polsku"
Dźwięki z Ha'Tun,Jan Bliźniak,Bliźniak Jan,(brak danych),https://static.prsa.pl/images/7e1cd6ed-643a-4d7a-87a8-117e85b6feae.jpg,2024-06-13,Lektury na Dzień Dziecka: Dźwięki z HaTun i Tajni dyrygenci chmur,"https://www.polskieradio.pl/8/2827/Artykul/3390686,lektury-na-dzien-dziecka-dzwieki-z-hatun-i-tajni-dyrygenci-chmur"
Tajni dyrygenci chmur,Wioletta Grzegorzewska,Grzegorzewska Wioletta,(brak danych),https://static.prsa.pl/images/7e1cd6ed-643a-4d7a-87a8-117e85b6feae.jpg,2024-06-13,Lektury na Dzień Dziecka: Dźwięki z HaTun i Tajni dyrygenci chmur,"https://www.polskieradio.pl/8/2827/Artykul/3390686,lektury-na-dzien-dziecka-dzwieki-z-hatun-i-tajni-dyrygenci-chmur"
Rozkład północy,Bora Chung,Chung Bora,Dominika Chybowska-Jang,https://static.prsa.pl/images/8fba8ade-3a01-4957-80fc-c98c30bc5ae5.jpg,2024-06-11,Literatura koreańska: Rozkład północy i Y/N,"https://www.polskieradio.pl/8/2827/Artykul/3389788,literatura-koreanska-rozklad-polnocy-i-yn"
Y/N,Esther Yi,Yi Esther,(nie znaleziono),https://static.prsa.pl/images/8fba8ade-3a01-4957-80fc-c98c30bc5ae5.jpg,2024-06-11,Literatura koreańska: Rozkład północy i Y/N,"https://www.polskieradio.pl/8/2827/Artykul/3389788,literatura-koreanska-rozklad-polnocy-i-yn"
Stroiciel fortepianów,Chiang-Sheng Kuo,Kuo Chiang-Sheng,Katarzyna Sarek,https://static.prsa.pl/images/4f330b43-4b10-4818-ac4d-e232cee22cd0.jpg,2024-05-26,"Literatura z Azji: Stroiciel fortepianów oraz Oczy, nos, usta, brwi","https://www.polskieradio.pl/8/2827/Artykul/3384963,literatura-z-azji-stroiciel-fortepianow-oraz-oczy-nos-usta-brwi"
"Oczy, nos, usta, brwi",Kanako Nishi,Nishi Kanako,(nie znaleziono),https://static.prsa.pl/images/4f330b43-4b10-4818-ac4d-e232cee22cd0.jpg,2024-05-26,"Literatura z Azji: Stroiciel fortepianów oraz Oczy, nos, usta, brwi","https://www.polskieradio.pl/8/2827/Artykul/3384963,literatura-z-azji-stroiciel-fortepianow-oraz-oczy-nos-usta-brwi"
West Farragut Avenue,Agnieszka Jelonek,Jelonek Agnieszka,(brak danych),https://static.prsa.pl/images/257e7d15-4d93-4577-88e3-7f2587e11a05.jpg,2024-05-19,West Farragut Avenue i Klekot tysięcy patyków - literatura polska,"https://www.polskieradio.pl/8/2827/Artykul/3384957,west-farragut-avenue-i-klekot-tysiecy-patykow-literatura-polska"
Klekot tysięcy patyków,Jarosław Maślanek,Maślanek Jarosław,(brak danych),https://static.prsa.pl/images/257e7d15-4d93-4577-88e3-7f2587e11a05.jpg,2024-05-19,West Farragut Avenue i Klekot tysięcy patyków - literatura polska,"https://www.polskieradio.pl/8/2827/Artykul/3384957,west-farragut-avenue-i-klekot-tysiecy-patykow-literatura-polska"
Mój pan mąż,Rumena Bužarovska,Bužarovska Rumena,(nie znaleziono),https://static.prsa.pl/images/0df0e141-9e82-4474-8d12-5d29ce1ad8a8.jpg,2024-05-12,Mój pan mąż i Cud w Dolinie Poskoków - literatura z Bałkanów,"https://www.polskieradio.pl/8/2827/Artykul/3384633,moj-pan-maz-i-cud-w-dolinie-poskokow-literatura-z-balkanow"
Cud w Dolinie Poskoków,Ante Tomić,Tomić Ante,Dorota Jovanka Ćirlić,https://static.prsa.pl/images/0df0e141-9e82-4474-8d12-5d29ce1ad8a8.jpg,2024-05-12,Mój pan mąż i Cud w Dolinie Poskoków - literatura z Bałkanów,"https://www.polskieradio.pl/8/2827/Artykul/3384633,moj-pan-maz-i-cud-w-dolinie-poskokow-literatura-z-balkanow"
Obca,Lina Bengtsdotter,Bengtsdotter Lina,(nie znaleziono),https://static.prsa.pl/images/4001e6bc-3101-42ed-b510-63c8948297cc.jpg,2024-05-04,Claudia Durastanti Obca i Carolyn Steedman Pejzaż dobrej kobiety,"https://www.polskieradio.pl/8/2827/Artykul/3374286,claudia-durastanti-obca-i-carolyn-steedman-pejzaz-dobrej-kobiety"
Pejzaż dobrej kobiety,Carolyn Steedman,Steedman Carolyn,Aleksandra Paszkowska,https://static.prsa.pl/images/4001e6bc-3101-42ed-b510-63c8948297cc.jpg,2024-05-04,Claudia Durastanti Obca i Carolyn Steedman Pejzaż dobrej kobiety,"https://www.polskieradio.pl/8/2827/Artykul/3374286,claudia-durastanti-obca-i-carolyn-steedman-pejzaz-dobrej-kobiety"
Hotel ZNP,Izabela Tadra,Tadra Izabela,(nie znaleziono),https://static.prsa.pl/images/43a2274c-9daa-4404-baac-6f3e1170b27e.jpg,2024-04-29,Hotel ZNP i  Swobodne wpadanie - propozycje polskich autorek,"https://www.polskieradio.pl/8/2827/Artykul/3371558,hotel-znp-i-swobodne-wpadanie-propozycje-polskich-autorek"
Swobodne wpadanie,Katarzyna Pochmara-Balcer,Pochmara-Balcer Katarzyna,(brak danych),https://static.prsa.pl/images/43a2274c-9daa-4404-baac-6f3e1170b27e.jpg,2024-04-29,Hotel ZNP i  Swobodne wpadanie - propozycje polskich autorek,"https://www.polskieradio.pl/8/2827/Artykul/3371558,hotel-znp-i-swobodne-wpadanie-propozycje-polskich-autorek"
Furia i inne opowiadania,Silvina Ocampo,Ocampo Silvina,Tomasz Pindel,(brak okładki),(brak daty),Silvina Ocampo Furia i inne opowiadania i Pola Oloixarac Mona,"https://www.polskieradio.pl/8/2827/Artykul/3364639,silvina-ocampo-furia-i-inne-opowiadania-i-pola-oloixarac-mona"
Mona,Pola Oloixarac,Oloixarac Pola,(nie znaleziono),(brak okładki),(brak daty),Silvina Ocampo Furia i inne opowiadania i Pola Oloixarac Mona,"https://www.polskieradio.pl/8/2827/Artykul/3364639,silvina-ocampo-furia-i-inne-opowiadania-i-pola-oloixarac-mona"
Ostatni,Maciek Bielawski,Bielawski Maciek,(nie znaleziono),(brak okładki),(brak daty),Maciek Bielawski Ostatni oraz Natalka Suszczyńska Chipsy dla gości,"https://www.polskieradio.pl/8/2827/Artykul/3360625,maciek-bielawski-ostatni-oraz-natalka-suszczynska-chipsy-dla-gosci"
Chipsy dla gości,Natalka Suszczyńska,Suszczyńska Natalka,(brak danych),(brak okładki),(brak daty),Maciek Bielawski Ostatni oraz Natalka Suszczyńska Chipsy dla gości,"https://www.polskieradio.pl/8/2827/Artykul/3360625,maciek-bielawski-ostatni-oraz-natalka-suszczynska-chipsy-dla-gosci"
"Ja, która nie poznałam mężczyzn",Jacqueline Harpman,Harpman Jacqueline,Katarzyna Marczewska,https://static.prsa.pl/images/1a04136c-09cd-4596-81d5-1c21df8a777e.jpg,2024-03-23,"Ja, która nie poznałam mężczyzn i Sny umarłych - czy taka będzie przyszłość?","https://www.polskieradio.pl/8/2827/Artykul/3354047,ja-ktora-nie-poznalam-mezczyzn-i-sny-umarlych-czy-taka-bedzie-przyszlosc"
Sny umarłych,Bora Chung,Chung Bora,(nie znaleziono),https://static.prsa.pl/images/1a04136c-09cd-4596-81d5-1c21df8a777e.jpg,2024-03-23,"Ja, która nie poznałam mężczyzn i Sny umarłych - czy taka będzie przyszłość?","https://www.polskieradio.pl/8/2827/Artykul/3354047,ja-ktora-nie-poznalam-mezczyzn-i-sny-umarlych-czy-taka-bedzie-przyszlosc"
Dzień wyzwolenia,George Saunders,Saunders George,Michał Kłobukowski,https://static.prsa.pl/images/6be26187-4d76-4ff1-a0d3-5f4be4cdcc4d.jpg?format=500,2024-03-16,Dzień wyzwolenia i Kolczaste łzy - wściekłe premiery made in USA,"https://www.polskieradio.pl/8/2827/Artykul/3350592,dzien-wyzwolenia-i-kolczaste-lzy-wsciekle-premiery-made-in-usa"
Kolczaste łzy,S.A. Cosby,Cosby S.A.,Jan Kraśko,https://static.prsa.pl/images/6be26187-4d76-4ff1-a0d3-5f4be4cdcc4d.jpg?format=500,2024-03-16,Dzień wyzwolenia i Kolczaste łzy - wściekłe premiery made in USA,"https://www.polskieradio.pl/8/2827/Artykul/3350592,dzien-wyzwolenia-i-kolczaste-lzy-wsciekle-premiery-made-in-usa"
Kornik,Layla Martínez,Martínez Layla,(nie znaleziono),https://static.prsa.pl/images/57a84c17-b81f-4640-ad13-f90938bbec2b.jpg?format=500,2024-03-10,Powieści Kornik i Walentynka - głos skrzywdzonych kobiet,"https://www.polskieradio.pl/8/2827/Artykul/3346687,powiesci-kornik-i-walentynka-glos-skrzywdzonych-kobiet"
Walentynka,Elizabeth Wetmore,Wetmore Elizabeth,(nie znaleziono),https://static.prsa.pl/images/57a84c17-b81f-4640-ad13-f90938bbec2b.jpg?format=500,2024-03-10,Powieści Kornik i Walentynka - głos skrzywdzonych kobiet,"https://www.polskieradio.pl/8/2827/Artykul/3346687,powiesci-kornik-i-walentynka-glos-skrzywdzonych-kobiet"
Ciała,Annie Ernaux,Ernaux Annie,(nie znaleziono),(brak okładki),(brak daty),Czytelnia 2 marca godz. 19:00,"https://www.polskieradio.pl/8/2827/Artykul/3343801,czytelnia-2-marca-godz-1900"
Białość,Jon Fosse,Fosse Jon,(nie znaleziono),(brak okładki),(brak daty),Czytelnia 2 marca godz. 19:00,"https://www.polskieradio.pl/8/2827/Artykul/3343801,czytelnia-2-marca-godz-1900"
Drabina,Eugenia Kuzniecowa,Kuzniecowa Eugenia,Iwona Boruszkowska,https://static.prsa.pl/images/e7f1e985-8ea6-4eef-9c96-75ee3d44f010.jpg?format=500,2024-02-24,Drabina i Podróż uczonego doktora Leonarda... - literatura z Ukrainy,"https://www.polskieradio.pl/8/2827/Artykul/3338142,drabina-i-podroz-uczonego-doktora-leonarda-literatura-z-ukrainy"
"Podróż uczonego doktora Leonarda i jego przyszłej kochanki, przepięknej Alcesty, do Szwajcarii Słobodzkiej",Mike Johannsen,Johannsen Mike,Maciej Piotrowski,https://static.prsa.pl/images/e7f1e985-8ea6-4eef-9c96-75ee3d44f010.jpg?format=500,2024-02-24,Drabina i Podróż uczonego doktora Leonarda... - literatura z Ukrainy,"https://www.polskieradio.pl/8/2827/Artykul/3338142,drabina-i-podroz-uczonego-doktora-leonarda-literatura-z-ukrainy"
"Bajka, Bajeczka",Barbara Sadurska,Sadurska Barbara,(brak danych),https://static.prsa.pl/images/0bbb0999-d183-49f2-9097-339ed2b0b1a5.jpg?format=500,2024-02-18,"Bajka, Bajeczka i Gruby - jak trudne jest dorastanie","https://www.polskieradio.pl/8/2827/Artykul/3336178,bajka-bajeczka-i-gruby-jak-trudne-jest-dorastanie"
Gruby,Michał Michalski,Michalski Michał,(nie znaleziono),https://static.prsa.pl/images/0bbb0999-d183-49f2-9097-339ed2b0b1a5.jpg?format=500,2024-02-18,"Bajka, Bajeczka i Gruby - jak trudne jest dorastanie","https://www.polskieradio.pl/8/2827/Artykul/3336178,bajka-bajeczka-i-gruby-jak-trudne-jest-dorastanie"
Wściekłe suki,Dahlia de La Cerda,de La Cerda Dahlia,Katarzyna Okrasko,https://static.prsa.pl/images/948acd63-a9d1-4e9b-9fab-f2f1ad6ef5ad.jpg?format=500,2024-02-10,Wściekłe suki i Noc szpilek. Mocna literatura z Meksyku i Peru,"https://www.polskieradio.pl/8/2827/Artykul/3331439,wsciekle-suki-i-noc-szpilek-mocna-literatura-z-meksyku-i-peru"
Noc szpilek,Santiago Roncagliolo,Roncagliolo Santiago,(nie znaleziono),https://static.prsa.pl/images/948acd63-a9d1-4e9b-9fab-f2f1ad6ef5ad.jpg?format=500,2024-02-10,Wściekłe suki i Noc szpilek. Mocna literatura z Meksyku i Peru,"https://www.polskieradio.pl/8/2827/Artykul/3331439,wsciekle-suki-i-noc-szpilek-mocna-literatura-z-meksyku-i-peru"
Witaj w domu,Lucia Berlin,Berlin Lucia,Dobromiła Jankowska,https://static.prsa.pl/images/bc985ece-da3a-45b9-a852-51b3e0c8976e.jpg?format=500,2024-02-03,Witaj w domu i Polak - czym jest miłość,"https://www.polskieradio.pl/8/2827/Artykul/3329396,witaj-w-domu-i-polak-czym-jest-milosc"
Polak,John Maxwell Coetzee,Coetzee J.M.,(nie znaleziono),https://static.prsa.pl/images/bc985ece-da3a-45b9-a852-51b3e0c8976e.jpg?format=500,2024-02-03,Witaj w domu i Polak - czym jest miłość,"https://www.polskieradio.pl/8/2827/Artykul/3329396,witaj-w-domu-i-polak-czym-jest-milosc"
Legendy,Torgny Lindgren,Lindgren Torgny,(nie znaleziono),https://static.prsa.pl/images/a6a2e46d-feb9-4b2c-b4d6-7404d3b17776.jpg?format=500,2024-01-20,Legendy i Zmierzchanie świata - opowieści oparte na prawdziwych wydarzeniach,"https://www.polskieradio.pl/8/2827/Artykul/3320315,legendy-i-zmierzchanie-swiata-opowiesci-oparte-na-prawdziwych-wydarzeniach"
Zmierzchanie świata,Werner Herzog,Herzog Werner,Małgorzata Łukasiewicz,https://static.prsa.pl/images/a6a2e46d-feb9-4b2c-b4d6-7404d3b17776.jpg?format=500,2024-01-20,Legendy i Zmierzchanie świata - opowieści oparte na prawdziwych wydarzeniach,"https://www.polskieradio.pl/8/2827/Artykul/3320315,legendy-i-zmierzchanie-swiata-opowiesci-oparte-na-prawdziwych-wydarzeniach"
Rumowiska,Wit Szostak,Szostak Wit,(brak danych),https://static.prsa.pl/images/30fc39e9-bfbb-485c-adb6-bd7b1bdec633.jpg?format=500,2024-01-14,Rumowiska i Strużki - jak trudno być sobą,"https://www.polskieradio.pl/8/2827/Artykul/3314465,rumowiska-i-struzki-jak-trudno-byc-soba"
Strużki,Maria Halber,Halber Maria,(brak danych),https://static.prsa.pl/images/30fc39e9-bfbb-485c-adb6-bd7b1bdec633.jpg?format=500,2024-01-14,Rumowiska i Strużki - jak trudno być sobą,"https://www.polskieradio.pl/8/2827/Artykul/3314465,rumowiska-i-struzki-jak-trudno-byc-soba"
Podsumowanie roku 2023,(brak danych),danych) (brak,(nie znaleziono),(brak okładki),(brak daty),Podsumowanie roku 2023,"https://www.polskieradio.pl/8/2827/Artykul/3308193,podsumowanie-roku-2023"
Zmęczenie materiału,Marek Šindelka,Šindelka Marek,Dorota Dobrew,https://static.prsa.pl/images/72216dd9-a9ea-43df-9c9f-cdd3fb86f602.jpg?format=500,2023-12-23,Zmęczenie materiału i Śmierteńka - literatura z Czech,"https://www.polskieradio.pl/8/2827/Artykul/3305048,zmeczenie-materialu-i-smiertenka-literatura-z-czech"
Śmierteńka,Lucie Faulerová,Faulerová Lucie,(nie znaleziono),https://static.prsa.pl/images/72216dd9-a9ea-43df-9c9f-cdd3fb86f602.jpg?format=500,2023-12-23,Zmęczenie materiału i Śmierteńka - literatura z Czech,"https://www.polskieradio.pl/8/2827/Artykul/3305048,zmeczenie-materialu-i-smiertenka-literatura-z-czech"
Odpływ,Lars Saabye Christensen,Saabye Christensen Lars,Iwona Zimnicka,https://static.prsa.pl/images/632ec19b-841c-472a-a4c5-9038e8f0320a.jpg?format=500,2023-12-17,Odpływ i Ptaki - ludzie skonfrontowani z losem,"https://www.polskieradio.pl/8/2827/Artykul/3301382,odplyw-i-ptaki-ludzie-skonfrontowani-z-losem"
Ptaki,Samanta Schweblin,Schweblin Samanta,(nie znaleziono),https://static.prsa.pl/images/632ec19b-841c-472a-a4c5-9038e8f0320a.jpg?format=500,2023-12-17,Odpływ i Ptaki - ludzie skonfrontowani z losem,"https://www.polskieradio.pl/8/2827/Artykul/3301382,odplyw-i-ptaki-ludzie-skonfrontowani-z-losem"
Lapvona,Ottessa Moshfegh,Moshfegh Ottessa,Teresa Tyszowiecka,(brak okładki),(brak daty),Lapvona i Małe preludia. Odważna proza anglosaskich autorek,"https://www.polskieradio.pl/8/2827/Artykul/3297141,lapvona-i-male-preludia-odwazna-proza-anglosaskich-autorek"
Małe preludia,Helen Garner,Garner Helen,Kaja Gucio,(brak okładki),(brak daty),Lapvona i Małe preludia. Odważna proza anglosaskich autorek,"https://www.polskieradio.pl/8/2827/Artykul/3297141,lapvona-i-male-preludia-odwazna-proza-anglosaskich-autorek"
"A pamiętasz, mamo",Kateryna Babkina,Babkina Kateryna,Bohdan Zadura,https://static.prsa.pl/images/8d892493-504d-4cb0-abcd-56006f78bc14.jpg,2023-12-02,"A pamiętasz, mamo i Wojna 2022: Eseje, wiersze, dzienniki - wojenne tragedie i ludzka empatia","https://www.polskieradio.pl/8/2827/Artykul/3292382,a-pamietasz-mamo-i-wojna-2022-eseje-wiersze-dzienniki-wojenne-tragedie-i-ludzka-empatia"
"Wojna 2022: Eseje, wiersze, dzienniki","Jurij Andruchowycz, Andrij Lubka, Serhij Żadana i Kateryna Babkina","Andruchowycz, Andrij Lubka, Serhij Żadana i Kateryna Babkina Jurij",(nie znaleziono),https://static.prsa.pl/images/8d892493-504d-4cb0-abcd-56006f78bc14.jpg,2023-12-02,"A pamiętasz, mamo i Wojna 2022: Eseje, wiersze, dzienniki - wojenne tragedie i ludzka empatia","https://www.polskieradio.pl/8/2827/Artykul/3292382,a-pamietasz-mamo-i-wojna-2022-eseje-wiersze-dzienniki-wojenne-tragedie-i-ludzka-empatia"
Reneta,Barbara Klicka,Klicka Barbara,(brak danych),https://static.prsa.pl/images/3a767771-c30c-412a-8688-45b14ebc6227.jpg?format=500,2023-11-25,Reneta i Ciężar skóry - postapokalipsa i baśnie dla dorosłych,"https://www.polskieradio.pl/8/2827/Artykul/3288437,reneta-i-ciezar-skory-postapokalipsa-i-basnie-dla-doroslych"
Ciężar skóry,Małgorzata Rejmer,Rejmer Małgorzata,(brak danych),https://static.prsa.pl/images/3a767771-c30c-412a-8688-45b14ebc6227.jpg?format=500,2023-11-25,Reneta i Ciężar skóry - postapokalipsa i baśnie dla dorosłych,"https://www.polskieradio.pl/8/2827/Artykul/3288437,reneta-i-ciezar-skory-postapokalipsa-i-basnie-dla-doroslych"
Wszystko na darmo,Walter Kempowski,Kempowski Walter,Małgorzata Gralińska,https://static.prsa.pl/images/3da9e902-b174-496f-a5f7-c42544296975.jpg,2023-11-18,Wszystko na darmo i Toń. Prusy Wschodnie literacko sportretowane,"https://www.polskieradio.pl/8/2827/Artykul/3283036,wszystko-na-darmo-i-ton-prusy-wschodnie-literacko-sportretowane"
Toń,Ishbel Szatrawska,Szatrawska Ishbel,(nie znaleziono),https://static.prsa.pl/images/3da9e902-b174-496f-a5f7-c42544296975.jpg,2023-11-18,Wszystko na darmo i Toń. Prusy Wschodnie literacko sportretowane,"https://www.polskieradio.pl/8/2827/Artykul/3283036,wszystko-na-darmo-i-ton-prusy-wschodnie-literacko-sportretowane"
Wizja świata. Opowiadania wybrane,John Cheever,Cheever John,Krzysztof Majer,https://static.prsa.pl/images/ba89bd9b-3403-424e-9d4f-fd9ef08d3fd9.jpg?format=500,2023-11-05,"John Cheever i Dashiel Hammet, czyli proza amerykańska","https://www.polskieradio.pl/8/2827/Artykul/3273966,john-cheever-i-dashiel-hammet-czyli-proza-amerykanska"
Sokół maltański,Dashiell Hammett,Hammett Dashiell,Tomasz S. Gałązka,https://static.prsa.pl/images/ba89bd9b-3403-424e-9d4f-fd9ef08d3fd9.jpg?format=500,2023-11-05,"John Cheever i Dashiel Hammet, czyli proza amerykańska","https://www.polskieradio.pl/8/2827/Artykul/3273966,john-cheever-i-dashiel-hammet-czyli-proza-amerykanska"
Drugie imię. Septologia 1-2,Jon Fosse,Fosse Jon,(nie znaleziono),https://static.prsa.pl/images/19f2aeef-110f-4211-a4e0-e18a7d4f7fcd.jpg,2023-10-28,Jon Fosse - omówienie dwóch dzieł laureata literackiej Nagrody Nobla,"https://www.polskieradio.pl/8/2827/Artykul/3269544,jon-fosse-omowienie-dwoch-dziel-laureata-literackiej-nagrody-nobla"
W głębi czarnego lasu,Jon Fosse,Fosse Jon,(nie znaleziono),https://static.prsa.pl/images/19f2aeef-110f-4211-a4e0-e18a7d4f7fcd.jpg,2023-10-28,Jon Fosse - omówienie dwóch dzieł laureata literackiej Nagrody Nobla,"https://www.polskieradio.pl/8/2827/Artykul/3269544,jon-fosse-omowienie-dwoch-dziel-laureata-literackiej-nagrody-nobla"
Stacja Europa Centralna,Jaroslav Rudiš,Rudiš Jaroslav,Małgorzata Gralińska,https://static.prsa.pl/images/3d39cc36-f7c7-4f00-9cdc-f9c40e093a11.jpg?format=500,2023-10-21,"Zdeněk Svěrák i Jaroslav Rudiš, czyli bierzemy na warsztat czeskich autorów","https://www.polskieradio.pl/8/2827/Artykul/3264384,zdeněk-svěrák-i-jaroslav-rudiš-czyli-bierzemy-na-warsztat-czeskich-autorow"
Opowiadania i wiersz,Zdeněk Svěrák,Svěrák Zdeněk,"Dorota Dobrew, Jan Węglowski",https://static.prsa.pl/images/3d39cc36-f7c7-4f00-9cdc-f9c40e093a11.jpg?format=500,2023-10-21,"Zdeněk Svěrák i Jaroslav Rudiš, czyli bierzemy na warsztat czeskich autorów","https://www.polskieradio.pl/8/2827/Artykul/3264384,zdeněk-svěrák-i-jaroslav-rudiš-czyli-bierzemy-na-warsztat-czeskich-autorow"
Łakome,Małgorzata Lebda,Lebda Małgorzata,(brak danych),https://static.prsa.pl/images/c5af8bcc-d14c-4255-bb98-0d24ae3959ce.jpg?format=500,2023-09-30,Łakome i Śmierć przychodzi nawet latem - powieści o życiu i umieraniu,"https://www.polskieradio.pl/8/2827/Artykul/3251424,lakome-i-smierc-przychodzi-nawet-latem-powiesci-o-zyciu-i-umieraniu"
